classification,orientation,distance,time,predicted
different,0.55412,0.363,0.03855,different
same,0,0,0.00004,same
different,0.55412,0.363,0.03858,different
same,0,0,0.00002,same
different,0.55412,0.363,0.0386,different
same,0,0.008,0.00008,same
different,0.55412,0.359,0.03868,different
same,0,0,0.00002,same
different,0.55412,0.359,0.0387,different
same,0,0.009,0.00013,same
different,0.55412,0.355,0.03883,different
same,0,0,0.00003,same
different,0.55412,0.355,0.03885,different
same,0,0.01,0.00011,same
different,0.55412,0.35,0.03897,different
same,0,0,0.00002,same
different,0.55412,0.35,0.03898,different
same,0,0,0.00011,same
different,0.55412,0.35,0.03909,different
same,0,0,0.00002,same
different,0.55412,0.35,0.03911,different
same,0,0.011,0.00003,same
different,0.55412,0.346,0.03913,different
same,0,0,0.00004,same
different,0.55412,0.346,0.03918,different
same,0,0,0.00002,same
different,0.55412,0.346,0.03919,different
same,0.1416,0.012,0.00006,same
different,0.69572,0.34,0.03926,different
same,0,0,0.00002,same
different,0.69572,0.34,0.03927,different
same,0,0,0.00002,same
different,0.69572,0.34,0.03929,different
same,0,0.013,0.00011,same
different,0.69572,0.335,0.0394,different
same,0,0,0.00002,same
different,0.69572,0.335,0.03942,different
same,0,0,0.00004,same
different,0.69572,0.335,0.03946,different
same,0,0.015,0.0001,same
different,0.69572,0.33,0.03955,different
same,0,0,0.00002,same
different,0.69572,0.33,0.03957,different
same,0,0.016,0.00012,same
different,0.69572,0.325,0.03969,different
same,0,0,0.00011,same
different,0.69572,0.325,0.0398,different
same,0,0.017,0.00004,same
different,0.69572,0.321,0.03984,different
same,0,0,0.00003,same
different,0.69572,0.321,0.03987,different
same,0,0.018,0.00015,same
different,0.69572,0.318,0.04002,different
same,0,0,0.00002,same
different,0.69572,0.318,0.04004,different
same,0.3201,0.018,0.0001,same
different,0.01582,0.317,0.04013,different
same,0,0,0.00004,same
different,0.01582,0.317,0.04017,different
same,0.18539,0.019,0.00012,same
different,0.20121,0.316,0.04029,different
same,0,0,0.00003,same
different,0.20121,0.316,0.04032,different
same,0.18539,0.02,0.00011,same
different,0.3866,0.317,0.04043,different
same,0,0,0.00003,same
different,0.3866,0.317,0.04046,different
same,0.22863,0.021,0.00012,same
different,0.15797,0.32,0.04058,different
same,0,0,0.00003,same
different,0.15797,0.32,0.0406,different
same,0,0.02,0.00011,same
different,0.15797,0.324,0.04072,different
same,0,0,0.00011,same
different,0.15797,0.324,0.04082,different
same,0,0.02,0.00011,same
different,0.15797,0.33,0.04093,different
same,0,0,0.00003,same
different,0.15797,0.33,0.04095,different
same,0,0.02,0.00006,same
different,0.15797,0.336,0.04102,different
same,0,0,0.00001,same
different,0.15797,0.336,0.04102,different
same,0.15884,0.019,0.00013,same
different,0.99913,0.343,0.04116,different
same,0,0,0.00003,same
different,0.99913,0.343,0.04118,different
same,0.22197,0.018,0.00012,same
different,0.77716,0.351,0.0413,different
same,0,0,0.00003,same
different,0.77716,0.351,0.04133,different
same,0.2454,0.017,0.00012,same
different,0.53176,0.358,0.04145,different
same,0,0,0.00003,same
different,0.53176,0.358,0.04148,different
same,0.24568,0.016,0.00011,same
different,0.28608,0.365,0.04159,different
same,0,0,0.00003,same
different,0.28608,0.365,0.04162,different
same,0.23648,0.015,0.00021,same
different,0.0496,0.372,0.04183,different
same,0,0,0.00001,same
different,0.0496,0.372,0.04184,different
same,0,0.013,0.00004,same
different,0.0496,0.378,0.04188,different
same,0,0,0.00004,same
different,0.0496,0.378,0.04192,different
same,0,0.013,0.00015,same
different,0.0496,0.383,0.04207,different
same,0,0,0.00001,same
different,0.0496,0.383,0.04207,different
same,0,0.011,0.00011,same
different,0.0496,0.388,0.04218,different
same,0,0,0.00004,same
different,0.0496,0.388,0.04221,different
same,0,0.01,0.00011,same
different,0.0496,0.392,0.04232,different
same,0,0,0.00004,same
different,0.0496,0.392,0.04235,different
same,0,0.009,0.00011,same
different,0.0496,0.396,0.04247,different
same,0,0,0.00004,same
different,0.0496,0.396,0.0425,different
same,0,0.008,0.00011,same
different,0.0496,0.399,0.04262,different
same,0,0,0.00002,same
different,0.0496,0.399,0.04263,different
same,0,0.007,0.00013,same
different,0.0496,0.401,0.04277,different
same,0,0,0.00009,same
different,0.0496,0.401,0.04285,different
same,0,0.006,0.00006,same
different,0.0496,0.403,0.04291,different
same,0,0,0.00002,same
different,0.0496,0.403,0.04293,different
same,0,0.006,0.00014,same
different,0.0496,0.405,0.04307,different
same,0,0,0.00001,same
different,0.0496,0.405,0.04308,different
same,0,0.005,0.00012,same
different,0.0496,0.406,0.0432,different
same,0,0,0.00003,same
different,0.0496,0.406,0.04323,different
same,0.1399,0.004,0.00013,same
different,0.1895,0.408,0.04336,different
same,0,0,0.00002,same
different,0.1895,0.408,0.04338,different
same,0,0.004,0.00011,same
different,0.1895,0.409,0.04349,different
same,0,0,0.00002,same
different,0.1895,0.409,0.04351,different
same,0,0.004,0.00013,same
different,0.1895,0.41,0.04364,different
same,0,0,0.00002,same
different,0.1895,0.41,0.04366,different
same,0.25817,0.004,0.00012,same
different,0.93133,0.411,0.04378,different
same,0,0,0.0001,same
different,0.93133,0.411,0.04388,different
same,0,0.003,0.00005,same
different,0.93133,0.412,0.04393,different
same,0,0,0.00004,same
different,0.93133,0.412,0.04396,different
same,0,0.003,0.00014,same
different,0.93133,0.413,0.0441,different
same,0,0,0.00002,same
different,0.93133,0.413,0.04412,different
different,0.06641,0.419,0.0099,different
same,0.13508,0.154,0.05402,different
different,0.06641,0.418,0.01003,different
same,0,0.001,0.00013,same
different,0.06641,0.418,0.01005,different
same,0,0,0.00002,same
different,0.06641,0.418,0.01017,different
same,0,0,0.00012,same
different,0.06641,0.418,0.01026,different
same,0,0,0.0001,same
different,0.06641,0.417,0.01032,different
same,0,0.002,0.00005,same
different,0.3247,0.115,0.01855,different
same,0.74171,0.388,0.00823,different
different,0.3247,0.113,0.01864,different
same,0,0.002,0.00009,same
different,0.3247,0.11,0.01878,different
same,0,0.003,0.00014,same
different,0.3247,0.106,0.01894,different
same,0,0.003,0.00016,same
different,0.3247,0.103,0.01909,different
same,0,0.004,0.00015,same
different,0.3247,0.099,0.01923,different
same,0,0.004,0.00014,same
different,0.3247,0.095,0.01937,different
same,0,0.004,0.00015,same
different,0.3247,0.09,0.01951,different
same,0,0.005,0.00014,same
different,0.3247,0.081,0.01966,different
same,0,0.008,0.00015,same
different,0.3247,0.072,0.01981,different
same,0,0.01,0.00015,same
different,0.3247,0.061,0.01995,different
same,0,0.011,0.00014,same
different,0.3247,0.038,0.02025,same
same,0,0.024,0.0003,same
different,0.3247,0.038,0.02027,same
same,0,0,0.00002,same
different,0.3247,0.025,0.0204,same
same,0,0.013,0.00013,same
different,0.3247,0.025,0.02042,same
same,0,0,0.00002,same
different,0.3247,0.025,0.02043,same
same,0,0,0.00002,same
different,0.46522,0.015,0.02054,same
same,0.14052,0.013,0.00011,same
different,0.46522,0.011,0.02069,same
same,0,0.014,0.00015,same
different,0.46522,0.02,0.02083,same
same,0,0.013,0.00014,same
different,0.46522,0.032,0.02098,same
same,0,0.013,0.00015,same
different,0.46522,0.044,0.02112,different
same,0,0.013,0.00014,same
different,0.46522,0.056,0.02127,different
same,0,0.012,0.00016,same
different,0.46522,0.068,0.02141,different
same,0,0.012,0.00014,same
different,0.46522,0.079,0.02155,different
same,0,0.011,0.00014,same
different,0.46522,0.097,0.02189,different
same,0,0.019,0.00034,same
different,0.46522,0.105,0.02201,different
same,0,0.008,0.00011,same
different,0.46522,0.112,0.02215,different
same,0,0.007,0.00014,same
different,0.46522,0.119,0.02229,different
same,0,0.006,0.00014,same
different,0.46522,0.124,0.02244,different
same,0,0.005,0.00015,same
different,0.46522,0.128,0.02258,different
same,0,0.004,0.00014,same
different,0.46522,0.131,0.02273,different
same,0,0.003,0.00015,same
different,0.46522,0.133,0.02287,different
same,0,0.002,0.00015,same
different,0.46522,0.134,0.02302,different
same,0,0.002,0.00015,same
different,0.46522,0.134,0.02316,different
same,0,0,0.00014,same
different,0.54983,0.175,0.03396,different
same,0.08461,0.29,0.0108,different
different,0.47143,0.176,0.04126,different
same,0.0784,0.006,0.0073,same
same,0.14113,0.271,0.06375,different
different,0.61256,0.447,0.02249,different
same,0,0,0.00219,same
different,0.61256,0.447,0.02468,different
same,0,0,0.00018,same
different,0.61256,0.447,0.02486,different
same,0.29483,0.001,0.0039,same
different,0.31773,0.448,0.02876,different
same,0,0.001,0.00161,same
different,0.31773,0.448,0.03037,different
same,0.80548,0.362,0.01664,different
different,0.51225,0.41,0.04701,different
same,0,0,0.00045,same
different,0.51225,0.41,0.04746,different
same,0,0.001,0.00014,same
different,0.51225,0.41,0.0476,different
same,0,0,0.00016,same
different,0.51225,0.41,0.04775,different
same,0.14846,0,0.00015,same
different,0.66071,0.41,0.0479,different
same,0,0,0.00002,same
different,0.66071,0.41,0.04792,different
same,0,0,0.00001,same
different,0.66071,0.41,0.04793,different
same,0,0,0.00012,same
different,0.66071,0.41,0.04805,different
same,0,0,0.00002,same
different,0.66071,0.41,0.04807,different
same,0,0,0.00002,same
different,0.66071,0.41,0.04809,different
same,0,0,0.0001,same
different,0.66071,0.41,0.04818,different
same,0,0,0.0001,same
different,0.66071,0.41,0.04828,different
same,0,0,0.00002,same
different,0.66071,0.41,0.0483,different
same,0,0,0.00004,same
different,0.66071,0.41,0.04833,different
same,0,0,0.00004,same
different,0.66071,0.41,0.04837,different
same,0,0,0.00001,same
different,0.66071,0.41,0.04837,different
same,0,0,0.00011,same
different,0.66071,0.41,0.04849,different
same,0,0,0.00002,same
different,0.66071,0.41,0.04851,different
same,0,0,0.00002,same
different,0.66071,0.41,0.04852,different
same,0,0,0.00011,same
different,0.66071,0.41,0.04863,different
same,0,0,0.00002,same
different,0.66071,0.41,0.04865,different
same,0,0,0.00001,same
different,0.66071,0.41,0.04865,different
same,0,0,0.00003,same
different,0.66071,0.41,0.04868,different
same,0,0,0.0001,same
different,0.66071,0.41,0.04878,different
same,0,0,0.00001,same
different,0.66071,0.41,0.04879,different
same,0,0,0.0001,same
different,0.66071,0.41,0.04888,different
same,0,0,0.00003,same
different,0.66071,0.41,0.04891,different
same,0,0.001,0.00002,same
different,0.66071,0.41,0.04893,different
same,0,0,0.00004,same
different,0.66071,0.41,0.04896,different
same,0,0.001,0.00011,same
different,0.66071,0.411,0.04907,different
same,0,0,0.00002,same
different,0.66071,0.411,0.04908,different
same,0.17398,0,0.00016,same
different,0.48673,0.411,0.04924,different
same,0,0,0.00002,same
different,0.48673,0.411,0.04926,different
same,0,0,0.00002,same
different,0.48673,0.411,0.04928,different
same,0,0,0.00008,same
different,0.48673,0.411,0.04935,different
same,0,0,0.00002,same
different,0.48673,0.411,0.04937,different
same,0,0,0.00001,same
different,0.48673,0.411,0.04938,different
same,0,0,0.00012,same
different,0.48673,0.411,0.0495,different
same,0,0,0.00009,same
different,0.48673,0.411,0.04959,different
same,0,0,0.00002,same
different,0.48673,0.411,0.04961,different
same,0.14986,0,0.00004,same
different,0.33687,0.411,0.04965,different
same,0,0,0.00002,same
different,0.33687,0.411,0.04967,different
same,0,0,0.00003,same
different,0.33687,0.411,0.0497,different
same,0,0,0.00002,same
different,0.33687,0.411,0.04971,different
same,0,0,0.00009,same
different,0.33687,0.411,0.0498,different
same,0,0,0.00003,same
different,0.33687,0.411,0.04983,different
same,0,0,0.00002,same
different,0.33687,0.411,0.04984,different
same,0,0,0.0001,same
different,0.33687,0.411,0.04994,different
same,0,0,0.00003,same
different,0.33687,0.411,0.04997,different
same,0,0,0.00002,same
different,0.33687,0.411,0.04998,different
same,0,0,0.00011,same
different,0.33687,0.411,0.05009,different
same,0.20412,0.047,0.00438,same
different,0.54099,0.37,0.05447,different
same,0.52319,0.1,0.00295,different
different,0.0178,0.434,0.05741,different
same,0.77196,0.1,0.00195,different
different,0.78976,0.439,0.05937,different
same,0,0.001,0.00006,same
different,0.78976,0.44,0.05943,different
same,0.60909,0.066,0.00118,different
different,0.18067,0.414,0.06061,different
same,0,0.001,0.00012,same
different,0.18067,0.413,0.06073,different
same,0,0,0.00017,same
different,0.18067,0.413,0.0609,different
same,0.59323,0.113,0.00116,different
different,0.58744,0.365,0.06205,different
same,0.67248,0.056,0.00204,same
different,0.91496,0.417,0.06409,different
same,0,0.001,0.00015,same
different,0.91496,0.416,0.06424,different
same,0.91198,0.109,0.00145,different
different,0.82694,0.379,0.06569,different
same,0,0.001,0.00044,same
different,0.82694,0.379,0.06613,different
same,0.32989,0.113,0.00161,different
different,0.49705,0.353,0.06774,different
same,0,0.001,0.00014,same
different,0.49705,0.353,0.06788,different
same,0.00537,0.063,0.00175,same
different,0.50242,0.349,0.06963,different
same,0,0.001,0.00016,same
different,0.50242,0.35,0.06979,different
same,0,0.002,0.00016,same
different,0.50242,0.351,0.06995,different
same,0.159,0.114,0.00408,different
different,0.34342,0.45,0.07402,different
same,0.09439,0.135,0.00308,different
different,0.43781,0.393,0.0771,different
same,0,0,0.00004,same
different,0.43781,0.393,0.07714,different
same,0.16998,0,0.00009,same
different,0.26783,0.393,0.07723,different
same,0,0,0.00002,same
different,0.26783,0.393,0.07724,different
same,0,0,0.00002,same
different,0.26783,0.393,0.07726,different
same,0,0.001,0.00011,same
different,0.26783,0.394,0.07737,different
same,0,0,0.00002,same
different,0.26783,0.394,0.07739,different
same,0,0,0.00001,same
different,0.26783,0.394,0.0774,different
same,0.37662,0.138,0.01866,different
different,0.89121,0.451,0.09606,different
same,0.7204,0.094,0.0019,different
different,0.61161,0.361,0.09796,different
same,0.87079,0.109,0.00104,different
different,0.4824,0.405,0.099,different
same,0,0,0.00002,same
different,0.4824,0.405,0.09902,different
same,0,0,0.00012,same
different,0.4824,0.405,0.09914,different
same,0,0,0.00001,same
different,0.4824,0.405,0.09915,different
same,0,0.001,0.00015,same
different,0.4824,0.404,0.0993,different
same,0,0,0.00007,same
different,0.4824,0.404,0.09937,different
same,0,0,0.00012,same
different,0.4824,0.404,0.09949,different
same,0,0,0.00001,same
different,0.4824,0.404,0.0995,different
same,0,0,0.00002,same
different,0.4824,0.404,0.09951,different
same,0,0,0.00003,same
different,0.4824,0.404,0.09954,different
same,0,0,0.00005,same
different,0.4824,0.404,0.09959,different
same,0.69043,0.14,0.00071,different
